"2022-07-05 10:19:08 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - Starting MemberMicroserviceApplication using Java 16.0.1 on Ankit with PID 10072 (C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice\target\classes started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 19:05:33 [Thread-38] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1657028133020, current=DOWN, previous=UP]
""2022-07-05 19:05:33 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:1d6d9d14986641a69f4ac6eae16e71a9: registering service...
""2022-07-05 19:05:33 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:1d6d9d14986641a69f4ac6eae16e71a9 - registration status: 204
""2022-07-05 19:05:33 [Thread-38] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 19:05:33 [Thread-38] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
""2022-07-05 19:05:33 [Thread-38] WARN  o.s.b.f.s.DisposableBeanAdapter - Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-214]
""2022-07-05 19:05:33 [Thread-38] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown initiated...
""2022-07-05 19:05:33 [Thread-38] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown completed.
""2022-07-05 19:05:33 [Thread-38] INFO  c.netflix.discovery.DiscoveryClient - Shutting down DiscoveryClient ...
""2022-07-05 19:05:36 [Thread-38] INFO  c.netflix.discovery.DiscoveryClient - Unregistering ...
""2022-07-05 19:05:36 [Thread-38] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:1d6d9d14986641a69f4ac6eae16e71a9 - deregister  status: 200
""2022-07-05 19:05:36 [Thread-38] INFO  c.netflix.discovery.DiscoveryClient - Completed shut down of DiscoveryClient
""2022-07-05 19:05:36 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - Starting MemberMicroserviceApplication using Java 16.0.1 on Ankit with PID 8304 (C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice\target\classes started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 19:05:36 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - No active profile set, falling back to 1 default profile: "default"
""2022-07-05 19:05:37 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-05 19:05:37 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 30 ms. Found 0 JPA repository interfaces.
""2022-07-05 19:05:37 [restartedMain] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=95a65bb3-33e9-31ba-aeee-b56222d41254
""2022-07-05 19:05:37 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 0 (http)
""2022-07-05 19:05:37 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2022-07-05 19:05:37 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.64]
""2022-07-05 19:05:37 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2022-07-05 19:05:37 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 794 ms
""2022-07-05 19:05:37 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Starting...
""2022-07-05 19:05:37 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Start completed.
""2022-07-05 19:05:37 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:cms'
""2022-07-05 19:05:37 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-05 19:05:37 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-05 19:05:37 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-05 19:05:37 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 19:05:37 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-05 19:05:37 [restartedMain] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
""2022-07-05 19:05:38 [restartedMain] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
""2022-07-05 19:05:38 [restartedMain] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
""2022-07-05 19:05:38 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 58115 (http) with context path ''
""2022-07-05 19:05:38 [restartedMain] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 58115
""2022-07-05 19:05:38 [restartedMain] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
""2022-07-05 19:05:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
""2022-07-05 19:05:38 [restartedMain] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 19:05:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
""2022-07-05 19:05:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
""2022-07-05 19:05:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
""2022-07-05 19:05:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
""2022-07-05 19:05:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
""2022-07-05 19:05:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
""2022-07-05 19:05:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
""2022-07-05 19:05:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
""2022-07-05 19:05:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
""2022-07-05 19:05:38 [restartedMain] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
""2022-07-05 19:05:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1657028138298 with initial instances count: 5
""2022-07-05 19:05:38 [restartedMain] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application MEMBER-SERVICE with eureka with status UP
""2022-07-05 19:05:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1657028138301, current=UP, previous=STARTING]
""2022-07-05 19:05:38 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:4940324032a506dc923a88cf70f90bab: registering service...
""2022-07-05 19:05:38 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:4940324032a506dc923a88cf70f90bab - registration status: 204
""2022-07-05 19:05:38 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - Started MemberMicroserviceApplication in 1.998 seconds (JVM running for 5411.907)
""2022-07-05 19:05:38 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
""2022-07-05 19:05:56 [main] INFO  com.ctc.MemberControllerTest - Starting MemberControllerTest using Java 16.0.1 on Ankit with PID 15932 (started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 19:05:56 [main] INFO  com.ctc.MemberControllerTest - No active profile set, falling back to 1 default profile: "default"
""2022-07-05 19:05:58 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-05 19:05:59 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 72 ms. Found 0 JPA repository interfaces.
""2022-07-05 19:05:59 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=0f98a382-343a-3a74-91b6-20528e5c2581
""2022-07-05 19:06:00 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-07-05 19:06:01 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-07-05 19:06:01 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-05 19:06:01 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.9.Final
""2022-07-05 19:06:01 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2022-07-05 19:06:01 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-05 19:06:02 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-05 19:06:02 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 19:06:03 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-05 19:06:03 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:cms'
""2022-07-05 19:06:06 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 19:06:06 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 19:06:06 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 3 ms
""2022-07-05 19:06:06 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
""2022-07-05 19:06:06 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
""2022-07-05 19:06:06 [main] INFO  com.ctc.MemberControllerTest - Started MemberControllerTest in 11.349 seconds (JVM running for 13.281)
""2022-07-05 19:06:07 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 19:06:07 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 19:06:07 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 19:06:07 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 19:06:07 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 19:06:07 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 19:06:07 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 19:06:07 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 19:06:07 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
""2022-07-05 19:06:07 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for POST /member/
""2022-07-05 19:06:07 [SpringApplicationShutdownHook] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
""2022-07-05 19:06:07 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application MEMBER-SERVICE with eureka with status DOWN
""2022-07-05 19:06:08 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 19:06:08 [SpringApplicationShutdownHook] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
""2022-07-05 19:06:08 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-07-05 19:06:08 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-07-05 19:06:42 [main] INFO  com.ctc.MemberControllerTest - Starting MemberControllerTest using Java 16.0.1 on Ankit with PID 9664 (started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 19:06:42 [main] INFO  com.ctc.MemberControllerTest - No active profile set, falling back to 1 default profile: "default"
""2022-07-05 19:06:45 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-05 19:06:45 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 72 ms. Found 0 JPA repository interfaces.
""2022-07-05 19:06:46 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=0f98a382-343a-3a74-91b6-20528e5c2581
""2022-07-05 19:06:47 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-07-05 19:06:47 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-07-05 19:06:47 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-05 19:06:47 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.9.Final
""2022-07-05 19:06:48 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2022-07-05 19:06:48 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-05 19:06:49 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-05 19:06:49 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 19:06:49 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-05 19:06:49 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:cms'
""2022-07-05 19:06:52 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 19:06:52 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 19:06:52 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 4 ms
""2022-07-05 19:06:52 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
""2022-07-05 19:06:53 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
""2022-07-05 19:06:53 [main] INFO  com.ctc.MemberControllerTest - Started MemberControllerTest in 11.408 seconds (JVM running for 13.364)
""2022-07-05 19:06:54 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 19:06:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 19:06:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 19:06:54 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 19:06:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 19:06:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 19:06:54 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 19:06:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 19:06:54 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 19:06:54 [main] INFO  com.ctc.controller.MemberController - Member Controller SubmitClaim started...
""2022-07-05 19:06:54 [SpringApplicationShutdownHook] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
""2022-07-05 19:06:54 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application MEMBER-SERVICE with eureka with status DOWN
""2022-07-05 19:06:54 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 19:06:54 [SpringApplicationShutdownHook] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
""2022-07-05 19:06:54 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-07-05 19:06:54 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-07-05 19:10:38 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 19:15:38 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 19:20:38 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 19:21:51 [Thread-44] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application MEMBER-SERVICE with eureka with status DOWN
""2022-07-05 19:21:51 [Thread-44] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1657029111377, current=DOWN, previous=UP]
""2022-07-05 19:21:51 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:4940324032a506dc923a88cf70f90bab: registering service...
""2022-07-05 19:21:51 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:4940324032a506dc923a88cf70f90bab - registration status: 204
""2022-07-05 19:21:51 [Thread-44] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 19:21:51 [Thread-44] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
""2022-07-05 19:21:51 [Thread-44] WARN  o.s.b.f.s.DisposableBeanAdapter - Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-214]
""2022-07-05 19:21:51 [Thread-44] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Shutdown initiated...
""2022-07-05 19:21:51 [Thread-44] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Shutdown completed.
""2022-07-05 19:21:51 [Thread-44] INFO  c.netflix.discovery.DiscoveryClient - Shutting down DiscoveryClient ...
""2022-07-05 19:21:54 [Thread-44] INFO  c.netflix.discovery.DiscoveryClient - Unregistering ...
""2022-07-05 19:21:54 [Thread-44] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:4940324032a506dc923a88cf70f90bab - deregister  status: 200
""2022-07-05 19:21:54 [Thread-44] INFO  c.netflix.discovery.DiscoveryClient - Completed shut down of DiscoveryClient
""2022-07-05 19:21:55 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - Starting MemberMicroserviceApplication using Java 16.0.1 on Ankit with PID 8304 (C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice\target\classes started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 19:21:55 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - No active profile set, falling back to 1 default profile: "default"
""2022-07-05 19:21:55 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-05 19:21:55 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 34 ms. Found 0 JPA repository interfaces.
""2022-07-05 19:21:55 [restartedMain] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=95a65bb3-33e9-31ba-aeee-b56222d41254
""2022-07-05 19:21:55 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 0 (http)
""2022-07-05 19:21:55 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2022-07-05 19:21:55 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.64]
""2022-07-05 19:21:55 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2022-07-05 19:21:55 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 754 ms
""2022-07-05 19:21:55 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Starting...
""2022-07-05 19:21:55 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Start completed.
""2022-07-05 19:21:55 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:cms'
""2022-07-05 19:21:56 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-05 19:21:56 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-05 19:21:56 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-05 19:21:56 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 19:21:56 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-05 19:21:56 [restartedMain] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
""2022-07-05 19:21:56 [restartedMain] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
""2022-07-05 19:21:56 [restartedMain] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
""2022-07-05 19:21:57 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 59956 (http) with context path ''
""2022-07-05 19:21:57 [restartedMain] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 59956
""2022-07-05 19:21:57 [restartedMain] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
""2022-07-05 19:21:57 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
""2022-07-05 19:21:57 [restartedMain] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 19:21:57 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
""2022-07-05 19:21:57 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
""2022-07-05 19:21:57 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
""2022-07-05 19:21:57 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
""2022-07-05 19:21:57 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
""2022-07-05 19:21:57 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
""2022-07-05 19:21:57 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
""2022-07-05 19:21:57 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
""2022-07-05 19:21:57 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
""2022-07-05 19:21:57 [restartedMain] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
""2022-07-05 19:21:57 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1657029117177 with initial instances count: 5
""2022-07-05 19:21:57 [restartedMain] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application MEMBER-SERVICE with eureka with status UP
