"2022-07-05 10:19:08 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - Starting MemberMicroserviceApplication using Java 16.0.1 on Ankit with PID 10072 (C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice\target\classes started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 14:26:01 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 14:26:01 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-05 14:26:01 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:cms'
""2022-07-05 14:26:04 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 14:26:04 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 14:26:04 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 4 ms
""2022-07-05 14:26:04 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
""2022-07-05 14:26:05 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
""2022-07-05 14:26:05 [main] INFO  com.ctc.MemberControllerTest - Started MemberControllerTest in 11.012 seconds (JVM running for 12.79)
""2022-07-05 14:26:06 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 14:26:06 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 14:26:06 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 14:26:06 [SpringApplicationShutdownHook] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
""2022-07-05 14:26:06 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application MEMBER-SERVICE with eureka with status DOWN
""2022-07-05 14:26:06 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 14:26:06 [SpringApplicationShutdownHook] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
""2022-07-05 14:26:06 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-07-05 14:26:06 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-07-05 14:26:27 [main] INFO  com.ctc.MemberControllerTest - Starting MemberControllerTest using Java 16.0.1 on Ankit with PID 15668 (started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 14:26:27 [main] INFO  com.ctc.MemberControllerTest - No active profile set, falling back to 1 default profile: "default"
""2022-07-05 14:26:29 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-05 14:26:30 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 77 ms. Found 0 JPA repository interfaces.
""2022-07-05 14:26:30 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=0f98a382-343a-3a74-91b6-20528e5c2581
""2022-07-05 14:26:31 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-07-05 14:26:32 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-07-05 14:26:32 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-05 14:26:32 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.9.Final
""2022-07-05 14:26:32 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2022-07-05 14:26:33 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-05 14:26:34 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-05 14:26:34 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 14:26:34 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-05 14:26:34 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:cms'
""2022-07-05 14:26:37 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 14:26:37 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 14:26:37 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 5 ms
""2022-07-05 14:26:37 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
""2022-07-05 14:26:38 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
""2022-07-05 14:26:38 [main] INFO  com.ctc.MemberControllerTest - Started MemberControllerTest in 11.939 seconds (JVM running for 14.092)
""2022-07-05 14:26:38 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 14:26:38 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 14:26:38 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 14:26:39 [SpringApplicationShutdownHook] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
""2022-07-05 14:26:39 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application MEMBER-SERVICE with eureka with status DOWN
""2022-07-05 14:26:39 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 14:26:39 [SpringApplicationShutdownHook] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
""2022-07-05 14:26:39 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-07-05 14:26:39 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-07-05 14:27:32 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 14:30:53 [http-nio-auto-1-exec-5] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [feign.FeignException$InternalServerError: [500 Internal Server Error] during [GET] to [http://localhost:8999/authorization-service/getid] [AuthorizationClient#getUserId(String)]: [{"timestamp":"2022-07-05T09:00:53.270+00:00","status":500,"error":"Internal Server Error","trace":"io.jsonwebtoken.ExpiredJwtException: JWT expired at 2022-07-05T14:25:53Z. Current time: 2022-07-05T14... (10619 bytes)]]
""2022-07-05 14:31:31 [http-nio-auto-1-exec-4] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [feign.FeignException$InternalServerError: [500 Internal Server Error] during [GET] to [http://localhost:8999/claim-service/claim/getClaimStatus/9090] [ClaimClient#getClaimStatus(Long,String)]: [{"timestamp":"2022-07-05T09:01:31.771+00:00","status":500,"error":"Internal Server Error","trace":"org.springframework.dao.InvalidDataAccessResourceUsageException: could not prepare statement; SQL [se... (18870 bytes)]]
""2022-07-05 14:32:17 [http-nio-auto-1-exec-6] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [feign.FeignException$InternalServerError: [500 Internal Server Error] during [GET] to [http://localhost:8999/claim-service/claim/getClaimStatus/9090] [ClaimClient#getClaimStatus(Long,String)]: [{"timestamp":"2022-07-05T09:02:17.564+00:00","status":500,"error":"Internal Server Error","trace":"org.springframework.dao.InvalidDataAccessResourceUsageException: could not prepare statement; SQL [se... (18870 bytes)]]
""2022-07-05 14:32:18 [http-nio-auto-1-exec-7] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [feign.FeignException$InternalServerError: [500 Internal Server Error] during [GET] to [http://localhost:8999/claim-service/claim/getClaimStatus/9090] [ClaimClient#getClaimStatus(Long,String)]: [{"timestamp":"2022-07-05T09:02:18.805+00:00","status":500,"error":"Internal Server Error","trace":"org.springframework.dao.InvalidDataAccessResourceUsageException: could not prepare statement; SQL [se... (18870 bytes)]]
""2022-07-05 14:32:32 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 14:32:49 [http-nio-auto-1-exec-8] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [feign.FeignException$InternalServerError: [500 Internal Server Error] during [GET] to [http://localhost:8999/claim-service/claim/getClaimStatus/9090] [ClaimClient#getClaimStatus(Long,String)]: [{"timestamp":"2022-07-05T09:02:49.234+00:00","status":500,"error":"Internal Server Error","trace":"org.springframework.dao.InvalidDataAccessResourceUsageException: could not prepare statement; SQL [se... (18870 bytes)]]
""2022-07-05 17:35:16 [RMI TCP Connection(195)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
""2022-07-05 17:35:16 [RMI TCP Connection(195)-127.0.0.1] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application MEMBER-SERVICE with eureka with status DOWN
""2022-07-05 17:35:16 [RMI TCP Connection(195)-127.0.0.1] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1657022716417, current=DOWN, previous=UP]
""2022-07-05 17:35:16 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:c0f0303152efc6d14db0f6f6daaab2ab: registering service...
""2022-07-05 17:35:16 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:c0f0303152efc6d14db0f6f6daaab2ab - registration status: 204
""2022-07-05 17:35:16 [RMI TCP Connection(195)-127.0.0.1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 17:35:16 [RMI TCP Connection(195)-127.0.0.1] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
""2022-07-05 17:35:16 [RMI TCP Connection(195)-127.0.0.1] WARN  o.s.b.f.s.DisposableBeanAdapter - Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-214]
""2022-07-05 17:35:16 [RMI TCP Connection(195)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-07-05 17:35:16 [RMI TCP Connection(195)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-07-05 17:35:16 [RMI TCP Connection(195)-127.0.0.1] INFO  c.netflix.discovery.DiscoveryClient - Shutting down DiscoveryClient ...
""2022-07-05 17:35:19 [RMI TCP Connection(195)-127.0.0.1] INFO  c.netflix.discovery.DiscoveryClient - Unregistering ...
""2022-07-05 17:35:19 [RMI TCP Connection(195)-127.0.0.1] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:c0f0303152efc6d14db0f6f6daaab2ab - deregister  status: 200
""2022-07-05 17:35:20 [RMI TCP Connection(195)-127.0.0.1] INFO  c.netflix.discovery.DiscoveryClient - Completed shut down of DiscoveryClient
""2022-07-05 17:35:29 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - Starting MemberMicroserviceApplication using Java 16.0.1 on Ankit with PID 8304 (C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice\target\classes started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 17:35:29 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - No active profile set, falling back to 1 default profile: "default"
""2022-07-05 17:35:29 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2022-07-05 17:35:29 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2022-07-05 17:35:31 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-05 17:35:31 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 99 ms. Found 0 JPA repository interfaces.
""2022-07-05 17:35:32 [restartedMain] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=95a65bb3-33e9-31ba-aeee-b56222d41254
""2022-07-05 17:35:33 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 0 (http)
""2022-07-05 17:35:33 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2022-07-05 17:35:33 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.64]
""2022-07-05 17:35:33 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2022-07-05 17:35:33 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3991 ms
""2022-07-05 17:35:33 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-07-05 17:35:33 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-07-05 17:35:33 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:cms'
""2022-07-05 17:35:34 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-05 17:35:34 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.9.Final
""2022-07-05 17:35:34 [restartedMain] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2022-07-05 17:35:34 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-05 17:35:35 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-05 17:35:35 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 17:35:35 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-05 17:35:35 [restartedMain] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
""2022-07-05 17:35:37 [restartedMain] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
""2022-07-05 17:35:37 [restartedMain] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
""2022-07-05 17:35:37 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 51212 (http) with context path ''
""2022-07-05 17:35:37 [restartedMain] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 51212
""2022-07-05 17:35:37 [restartedMain] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
""2022-07-05 17:35:37 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
""2022-07-05 17:35:37 [restartedMain] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 17:35:37 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
""2022-07-05 17:35:37 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
""2022-07-05 17:35:37 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
""2022-07-05 17:35:37 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
""2022-07-05 17:35:37 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
""2022-07-05 17:35:37 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
""2022-07-05 17:35:37 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
""2022-07-05 17:35:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
""2022-07-05 17:35:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
""2022-07-05 17:35:38 [restartedMain] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
""2022-07-05 17:35:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1657022738317 with initial instances count: 2
""2022-07-05 17:35:38 [restartedMain] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application MEMBER-SERVICE with eureka with status UP
""2022-07-05 17:35:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1657022738321, current=UP, previous=STARTING]
""2022-07-05 17:35:38 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:02efc49e8e175324ada2c99f966886b7: registering service...
""2022-07-05 17:35:38 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_MEMBER-SERVICE/member-service:02efc49e8e175324ada2c99f966886b7 - registration status: 204
""2022-07-05 17:35:38 [restartedMain] INFO  c.ctc.MemberMicroserviceApplication - Started MemberMicroserviceApplication in 10.36 seconds (JVM running for 11.97)
""2022-07-05 17:38:36 [http-nio-auto-1-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2022-07-05 17:38:36 [http-nio-auto-1-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
""2022-07-05 17:38:36 [http-nio-auto-1-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 4 ms
""2022-07-05 17:40:37 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 17:45:03 [main] INFO  com.ctc.MemberControllerTest - Starting MemberControllerTest using Java 16.0.1 on Ankit with PID 13860 (started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 17:45:03 [main] INFO  com.ctc.MemberControllerTest - No active profile set, falling back to 1 default profile: "default"
""2022-07-05 17:45:06 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-05 17:45:06 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 78 ms. Found 0 JPA repository interfaces.
""2022-07-05 17:45:06 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=0f98a382-343a-3a74-91b6-20528e5c2581
""2022-07-05 17:45:07 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-07-05 17:45:08 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-07-05 17:45:08 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-05 17:45:08 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.9.Final
""2022-07-05 17:45:08 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2022-07-05 17:45:08 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-05 17:45:09 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-05 17:45:09 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 17:45:10 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-05 17:45:10 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:cms'
""2022-07-05 17:45:12 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 17:45:12 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 17:45:12 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 3 ms
""2022-07-05 17:45:13 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
""2022-07-05 17:45:13 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
""2022-07-05 17:45:13 [main] INFO  com.ctc.MemberControllerTest - Started MemberControllerTest in 10.931 seconds (JVM running for 12.751)
""2022-07-05 17:45:14 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 17:45:14 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 17:45:14 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 17:45:14 [main] INFO  o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-07-05 17:45:14 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-07-05 17:45:14 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
""2022-07-05 17:45:14 [main] WARN  o.s.web.servlet.PageNotFound - No mapping for GET /getClaimStatus/9090
""2022-07-05 17:45:14 [SpringApplicationShutdownHook] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
""2022-07-05 17:45:14 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application MEMBER-SERVICE with eureka with status DOWN
""2022-07-05 17:45:14 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-05 17:45:14 [SpringApplicationShutdownHook] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
""2022-07-05 17:45:14 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-07-05 17:45:14 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-07-05 17:45:35 [main] INFO  com.ctc.MemberControllerTest - Starting MemberControllerTest using Java 16.0.1 on Ankit with PID 15596 (started by ankit in C:\Users\ankit\Desktop\MFPE 2\Back-end\Member-Microservice)
""2022-07-05 17:45:35 [main] INFO  com.ctc.MemberControllerTest - No active profile set, falling back to 1 default profile: "default"
""2022-07-05 17:45:37 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
""2022-07-05 17:45:37 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-05 17:45:37 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 57 ms. Found 0 JPA repository interfaces.
""2022-07-05 17:45:38 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=0f98a382-343a-3a74-91b6-20528e5c2581
""2022-07-05 17:45:39 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-07-05 17:45:39 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-07-05 17:45:39 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-05 17:45:39 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.9.Final
""2022-07-05 17:45:40 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2022-07-05 17:45:40 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-05 17:45:41 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
